"","OBJECTID","CMM","CM","TYPE_","NIVEAU","GISEMENT","TRANCHE","ZONE_","RAPPORT_MIN","MINR_PASSANT","X","Y","Z","PT","PP","BPL_B","RP","CO2_B","CAO_B","SIO2_B","FE2O3_B","AL2O3_B","F_B","CORG_B","NA2O_B","K2O_B","MGO_B","CD_B","U_B","AS_B","V_B","ZN_B","TI_B","TR_B","SR_B","CL_B","Mo_B","Cr_B","SIO2_L","MGO_L","CD_L","CO2_L","SO3_B","AS_L","CL_L","SIO2R_B","Th_B","ORDRE","OBS"
"5081",5081,"CMM1382","CM290","MINERALURGIE","C3SN2","G8","","Zone9","429","0","424686,95","270017,7","0","0,69","0,69","57,9255","0","0","0","9,085","0","0","0","0","0","0","4,83","25,3","0","16,1","0","0","0","0","0","170,2","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5083",5083,"CMM1386","CM294","MINERALURGIE","C3SN2","G8","","Zone9","429","0","424793,9","269453,05","0","0,92","0,92","63,6065","0","0","0","5,842","0","0","0","0","0","0","3,4615","35,65","0","25,3","0","0","0","0","0","207","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5085",5085,"CMM1390","CM296","MINERALURGIE","C3SN2","G8","","Zone9","429","0","424692,976","268214,891","0","0,69","0,69","73,922","0","0","0","5,1635","0","0","0","0","0","0","1,978","24,15","0","21,85","0","0","0","0","0","449,65","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5086",5086,"CMM1391","CM297","MINERALURGIE","C3SN2","G8","","Zone9","429","0","423571,887","268218,847","0","0,6325","0,6325","61,0995","0","0","0","8,556","0","0","0","0","0","0","2,3","40,25","0","20,7","0","0","0","0","0","855,6","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5090",5090,"CMM1395","CM301","MINERALURGIE","C3SN2","G8","","Zone9","429","0","423569,334","270237,8675","0","1,15","1,15","47,012","0","0","0","13,9725","0","0","0","0","0","0","7,0035","27,6","0","16,1","0","0","0","0","0","348,45","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5091",5091,"CMM1396","CM302","MINERALURGIE","C3SN2","G8","","Zone9","429","0","424135,272","269230,272","0","0,7475","0,7475","65,09","0","0","0","8,073","0","0","0","0","0","0","3,404","24,15","0","13,8","0","0","0","0","0","194,35","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5092",5092,"CMM1398","CM1763","MINERALURGIE","C3SN2","G8","","Zone9","429","0","422386,467","268202,977","0","0,805","0,805","58,3625","0","0","0","8,073","0","0","0","0","0","0","5,1635","26,45","0","9,2","0","0","0","0","0","181,7","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5093",5093,"CMM1399","CM304","MINERALURGIE","C3SN2","G8","","Zone9","429","0","421236,72","268223,033","0","0,6325","0,6325","46,23","0","0","0","7,728","0","0","0","0","0","0","3,8755","25,3","0","10,35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5094",5094,"CMM1434","CM16","MINERALURGIE","C3SN2","G8","","Zone9","429","0","421827,7625","266213,9025","0","0,6325","0,6325","62,79","0","0","0","7,291","0","0","0","0","0","0","0,5405","12,65","0","19,55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5095",5095,"CMM1438","CM17","MINERALURGIE","C3SN2","G8","","Zone9","429","0","420843,1555","266609,9395","0","0,7475","0,7475","63,894","0","0","0","7,498","0","0","0","0","0","0","4,6805","14,95","0","21,85","0","0","0","0","0","232,3","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5096",5096,"CMM1439","CM18","MINERALURGIE","C3SN2","G8","","Zone9","429","0","423235,397","272574,242","0","2,3","2,3","63,664","0","0","0","7,475","0","0","0","0","0","0","3,657","24,15","0","0","0","0","0","0","0","748,65","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5098",5098,"CMM1441","CM20","MINERALURGIE","C3SN2","G8","","Zone9","429","0","422062,2475","269898,0425","0","1,15","1,15","48,461","0","0","0","10,3385","0","0","0","0","0","0","7,8085","11,5","0","12,65","0","0","0","0","0","270,25","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5099",5099,"CMM1442","CM21","MINERALURGIE","C3SN2","G8","","Zone9","429","0","420501,5365","269963,8685","0","0,6325","0,6325","53,3945","0","0","0","7,935","0","0","0","0","0","0","5,106","28,75","0","18,4","0","0","0","0","0","162,15","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5100",5100,"CMM1443","CM22","MINERALURGIE","C3SN2","G8","","Zone9","429","0","423164,1545","269229,352","0","1,035","1,035","60,03","0","0","0","8,2685","0","0","0","0","0","0","4,7725","34,5","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5101",5101,"CMM1447","CM24","MINERALURGIE","C3SN2","G8","","Zone9","429","0","423763,5","271526,5","0","0,575","0,575","58,673","0","0","0","9,4875","0","0","0","0","0","0","4,7035","17,25","0","21,85","0","0","0","0","0","494,5","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5102",5102,"CMM1468","CM25","MINERALURGIE","C3SN2","G8","","Zone9","429","0","423559,582","270711,656","0","0,6325","0,6325","56,2465","0","0","0","7,0265","0","0","0","0","0","0","5,7155","43,7","0","21,85","0","0","0","0","0","181,7","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5104",5104,"CMM1471","CM27","MINERALURGIE","C3SN2","G8","","Zone9","429","0","422469,198","271846,8555","0","1,265","1,265","52,555","0","0","0","9,453","0","0","0","0","0","0","6,7965","28,75","0","0","0","0","0","0","0","756,7","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5105",5105,"CMM1473","CM28","MINERALURGIE","C3SN2","G8","","Zone9","429","0","422126,613","272925,245","0","0,69","0,69","57,04","0","0","0","12,949","0","0","0","0","0","0","4,715","12,65","0","20,7","0","0","0","0","0","181,7","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5106",5106,"CMM1474","CM29","MINERALURGIE","C3SN2","G8","","Zone9","429","0","421461,4875","269077,92","0","1,0925","1,0925","62,33","0","0","0","7,6015","0","0","0","0","0","0","4,9795","23","0","18,4","0","0","0","0","0","895,85","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5107",5107,"CMM1475","CM30","MINERALURGIE","C3SN2","G8","","Zone9","429","0","420303,265","268280,763","0","1,0925","1,0925","62,468","0","0","0","7,199","0","0","0","0","0","0","4,324","13,8","0","10,35","0","0","0","0","0","194,35","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5110",5110,"CMM1533","CM415","MINERALURGIE","C3SN2","G8","","Zone9","429","0","419311,045","268810,4185","0","0,8625","0,8625","45,08","0","0","0","7,889","0","0","0","0","0","0","8,648","25,3","0","10,35","0","0","0","0","0","194,35","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5111",5111,"CMM1534","CM416","MINERALURGIE","C3SN2","G8","","Zone9","429","0","419883,193","268812,017","0","1,035","1,035","61,64","0","0","0","7,383","0","0","0","0","0","0","4,899","23","0","9,2","0","0","0","0","0","201,25","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5112",5112,"CMM1535","CM417","MINERALURGIE","C3SN2","G8","","Zone9","429","0","419600,1665","268314,412","0","0,8625","0,8625","62,9625","0","0","0","7,3715","0","0","0","0","0","0","5,658","16,1","0","13,8","0","0","0","0","0","170,2","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5113",5113,"CMM1536","CM418","MINERALURGIE","C3SN2","G8","","Zone9","429","0","419314,8975","267815,4155","0","1,4375","1,4375","56,4535","0","0","0","8,2225","0","0","0","0","0","0","5,842","20,7","0","9,2","0","0","0","0","0","213,9","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5114",5114,"CMM1538","CM420","MINERALURGIE","C3SN2","G8","","Zone9","429","0","419318,3015","266826,0705","0","0,6325","0,6325","61,0305","0","0","0","6,417","0","0","0","0","0","0","5,267","13,8","0","11,5","0","0","0","0","0","207","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5116",5116,"CMM1540","CM422","MINERALURGIE","C3SN2","G8","","Zone9","429","0","420736,263","268311,9165","0","0,46","0,46","46,23","0","0","0","13,1445","0","0","0","0","0","0","8,142","13,8","0","10,35","0","0","0","0","0","224,25","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5120",5120,"CMM1544","CM426","MINERALURGIE","C3SN2","G8","","Zone9","429","0","420465,093","266829,233","0","0,575","0,575","61,065","0","0","0","7,544","0","0","0","0","0","0","4,6","14,95","0","10,35","0","0","0","0","0","187,45","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5122",5122,"CMM1546","CM428","MINERALURGIE","C3SN2","G8","","Zone9","429","0","421602,788","267820,51","0","0,805","0,805","62,0195","0","0","0","7,1185","0","0","0","0","0","0","0,5405","29,9","0","12,65","0","0","0","0","0","612,95","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5124",5124,"CMM1548","CM430","MINERALURGIE","C3SN2","G8","","Zone9","429","0","420758,2625","266336,0095","0","1,15","1,15","53,0725","0","0","0","9,844","0","0","0","0","0","0","6,739","19,55","0","9,2","0","0","0","0","0","286,35","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5125",5125,"CMM1551","CM433","MINERALURGIE","C3SN2","G8","","Zone9","429","0","421616,0245","266822,908","0","0,7475","0,7475","49,565","0","0","0","8,7055","0","0","0","0","0","0","0,529","17,25","0","8,05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5126",5126,"CMM1552","CM434","MINERALURGIE","C3SN2","G8","","Zone9","429","0","422470,992","267333,301","0","0,46","0,46","69,621","0","0","0","9,0735","0","0","0","0","0","0","0,4255","10,35","0","14,95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5127",5127,"CMM1553","CM435","MINERALURGIE","C3SN2","G8","","Zone9","429","0","422189,702","266831,119","0","0,8625","0,8625","57,2125","0","0","0","7,3255","0","0","0","0","0","0","2,0585","26,45","0","9,2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5128",5128,"CMM1554","CM436","MINERALURGIE","C3SN2","G8","","Zone9","429","0","421621,303","265841,291","0","0,46","0,46","70,242","0","0","0","7,36","0","0","0","0","0","0","0,6095","12,65","0","17,25","0","0","0","0","0","149,5","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5129",5129,"CMM1555","CM437","MINERALURGIE","C3SN2","G8","","Zone9","429","0","422196,4985","265842,9815","0","1,0925","1,0925","53,475","0","0","0","8,8435","0","0","0","0","0","0","4,876","29,9","0","11,5","0","0","0","0","0","238,05","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5130",5130,"CMM1557","CM439","MINERALURGIE","C3SN2","G8","","Zone9","429","0","423052,938","266344,554","0","0,575","0,575","65,665","0","0","0","7,544","0","0","0","0","0","0","3,266","51,75","0","16,1","0","0","0","0","0","200,1","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5131",5131,"CMM1558","CM440","MINERALURGIE","C3SN2","G8","","Zone9","429","0","422673,231","265800,1095","0","0,69","0,69","60,4785","0","0","0","7,4865","0","0","0","0","0","0","4,5655","47,15","0","10,35","0","0","0","0","0","312,8","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5133",5133,"CMM1560","CM442","MINERALURGIE","C3SN2","G8","","Zone9","429","0","424203,5475","266350,603","0","0,69","0,69","64,1585","0","0","0","8,418","0","0","0","0","0","0","3,3695","21,85","0","12,65","0","0","0","0","0","200,1","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5135",5135,"CMM1562","CM444","MINERALURGIE","C3SN2","G8","","Zone9","429","0","424493,497","265851,7215","0","0,69","0,69","61,8355","0","0","0","6,808","0","0","0","0","0","0","5,4625","33,35","0","19,55","0","0","0","0","0","649,75","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5136",5136,"CMM1563","CM445","MINERALURGIE","C3SN2","G8","","Zone9","429","0","425066,0475","265854,033","0","0,46","0,46","64,009","0","0","0","7,2795","0","0","0","0","0","0","4,715","21,85","0","13,8","0","0","0","0","0","193,2","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5140",5140,"CMM1598","CM474","MINERALURGIE","C3SN2","G8","","Zone9","429","0","424237,714","267223,6025","0","0,69","0,69","60,49","0","0","0","7,314","0","0","0","0","0","0","3,45","64,4","0","11,5","0","0","0","0","0","193,2","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5141",5141,"CMM1599","CM475","MINERALURGIE","C3SN2","G8","","Zone9","429","0","420674,048","267215,334","0","0,69","0,69","59,34","0","0","0","9,798","0","0","0","0","0","0","4,784","13,8","0","10,35","0","0","0","0","0","193,2","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5142",5142,"CMM1600","CM35","MINERALURGIE","C3SN2","G8","","Zone9","429","0","424844,5","267754,5","0","0,575","0,575","64,262","0","0","0","7,36","0","0","0","0","0","0","2,99","34,5","0","12,65","0","0","0","0","0","532,45","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5143",5143,"CMM1605","CM477","MINERALURGIE","C3SN2","G8","","Zone9","429","0","420113,63","266164,4525","0","0,46","0,46","58,4315","0","0","0","11,9255","0","0","0","0","0","0","1,748","10,35","0","10,35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5144",5144,"CMM1606","CM478","MINERALURGIE","C3SN2","G8","","Zone9","429","0","421248,3235","266230,589","0","0,7475","0,7475","60,3865","0","0","0","7,406","0","0","0","0","0","0","4,6","16,1","0","8,05","0","0","0","0","0","143,75","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5145",5145,"CMM1607","CM479","MINERALURGIE","C3SN2","G8","","Zone9","429","0","422394,7355","266222,355","0","0,5175","0,5175","58,42","0","0","0","10,258","0","0","0","0","0","0","4,577","31,05","0","16,1","0","0","0","0","0","369,15","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5146",5146,"CMM1608","CM480","MINERALURGIE","C3SN2","G8","","Zone9","429","0","423570,9785","266251,8525","0","0,6325","0,6325","63,365","0","0","0","7,199","0","0","0","0","0","0","4,9335","25,3","0","8,05","0","0","0","0","0","171,35","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5148",5148,"CMM1610","CM482","MINERALURGIE","C3SN2","G8","","Zone9","429","0","425316,9315","266195,974","0","0,5175","0,5175","0","0","0","0","2,622","0","0","0","0","0","0","0,414","11,5","0","39,1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39,1","#VALEUR!"
"5149",5149,"CMM1667","CM535","MINERALURGIE","C3SN2","G8","","Zone9","429","0","419580,3405","270274,334","0","0,9775","0,9775","61,2605","0","0","0","6,647","0","0","0","0","0","0","4,485","17,25","0","10,35","0","0","0","0","0","205,85","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5150",5150,"CMM1668","CM536","MINERALURGIE","C3SN2","G8","","Zone9","429","0","419865,322","269806,422","0","1,4375","1,4375","46,1035","0","0","0","8,188","0","0","0","0","0","0","6,9","21,85","0","14,95","0","0","0","0","0","106,95","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5151",5151,"CMM1670","CM538","MINERALURGIE","C3SN2","G8","","Zone9","429","0","420721,4855","270281,4065","0","1,15","1,15","51,3705","0","0","0","7,7395","0","0","0","0","0","0","7,8775","25,3","0","9,2","0","0","0","0","0","217,35","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5152",5152,"CMM1671","CM539","MINERALURGIE","C3SN2","G8","","Zone9","429","0","420145,439","269296,857","0","1,035","1,035","57,3275","0","0","0","8,8205","0","0","0","0","0","0","4,9795","13,8","0","13,8","0","0","0","0","0","143,75","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5154",5154,"CMM1673","CM541","MINERALURGIE","C3SN2","G8","","Zone9","429","0","421531,879","270718,1765","0","0,69","0,69","54,211","0","0","0","9,246","0","0","0","0","0","0","3,7605","27,6","0","16,1","0","0","0","0","0","131,1","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5155",5155,"CMM1675","CM543","MINERALURGIE","C3SN2","G8","","Zone9","429","0","422119,299","270778,1145","0","1,3225","1,3225","56,833","0","0","0","8,648","0","0","0","0","0","0","6,233","13,8","0","23","0","0","0","0","0","193,2","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5156",5156,"CMM1676","CM544","MINERALURGIE","C3SN2","G8","","Zone9","429","0","421836,8705","270306,258","0","1,035","1,035","61,134","0","0","0","6,3135","0","0","0","0","0","0","5,4395","17,25","0","11,5","0","0","0","0","0","156,4","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5157",5157,"CMM1677","CM545","MINERALURGIE","C3SN2","G8","","Zone9","429","0","421609,0785","269837,2305","0","0,69","0,69","36,179","0","0","0","12,0865","0","0","0","0","0","0","8,924","14,95","0","21,85","0","0","0","0","0","70,15","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5160",5160,"CMM1681","CM549","MINERALURGIE","C3SN2","G8","","Zone9","429","0","422964,8595","271294,6485","0","0,8625","0,8625","75,0835","0","0","0","10,0395","0","0","0","0","0","0","0,6325","9,2","0","35,65","0","0","0","0","0","938,4","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5161",5161,"CMM1682","CM550","MINERALURGIE","C3SN2","G8","","Zone9","429","0","423232,6255","271730,763","0","0,345","0,345","64,8715","0","0","0","11,017","0","0","0","0","0","0","0,5405","16,1","0","23","0","0","0","0","0","274,85","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5162",5162,"CMM1683","CM1777","MINERALURGIE","C3SN2","G8","","Zone9","429","0","422903,0815","270339,907","0","0,69","0,69","50,7955","0","0","0","9,752","0","0","0","0","0","0","4,094","17,25","0","10,35","0","0","0","0","0","274,85","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5163",5163,"CMM1684","CM551","MINERALURGIE","C3SN2","G8","","Zone9","429","0","422701,981","269809,826","0","0,9775","0,9775","63,5145","0","0","0","8,142","0","0","0","0","0","0","0,4255","16,1","0","20,7","0","0","0","0","0","200,1","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5164",5164,"CMM1685","CM552","MINERALURGIE","C3SN2","G8","","Zone9","429","0","422425,774","269303,4925","0","0,69","0,69","54,832","0","0","0","6,831","0","0","0","0","0","0","7,015","33,35","0","8,05","0","0","0","0","0","200,1","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5166",5166,"CMM1688","CM555","MINERALURGIE","C3SN2","G8","","Zone9","429","0","422719,4955","268810,4875","0","0,805","0,805","46,1265","0","0","0","12,1325","0","0","0","0","0","0","4,8185","16,1","0","24,15","0","0","0","0","0","187,45","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5170",5170,"CMM1692","CM559","MINERALURGIE","C3SN2","G8","","Zone9","429","0","423013,838","268317,126","0","0,92","0,92","51,6005","0","0","0","9,2345","0","0","0","0","0","0","0,5635","27,6","0","17,25","0","0","0","0","0","487,6","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5172",5172,"CMM1694","CM561","MINERALURGIE","C3SN2","G8","","Zone9","429","0","423026,9365","267323,1925","0","0,5175","0,5175","67,1715","0","0","0","7,038","0","0","0","0","0","0","0,437","9,2","0","29,9","0","0","0","0","0","811,9","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5174",5174,"CMM1696","CM563","MINERALURGIE","C3SN2","G8","","Zone9","429","0","424428,7405","269816,45","0","0,9775","0,9775","59,2135","0","0","0","7,3715","0","0","0","0","0","0","4,7725","27,6","0","12,65","0","0","0","0","0","187,45","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5175",5175,"CMM1698","CM565","MINERALURGIE","C3SN2","G8","","Zone9","429","0","423593,9555","267326,3435","0","0,6325","0,6325","65,2855","0","0","0","7,3255","0","0","0","0","0","0","3,404","31,05","0","28,75","0","0","0","0","0","274,85","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
"5176",5176,"CMM1699","CM566","MINERALURGIE","C3SN2","G8","","Zone9","429","0","423857,3285","266816,8705","0","0,6325","0,6325","65,826","0","0","0","6,9","0","0","0","0","0","0","4,071","25,3","0","18,4","0","0","0","0","0","236,9","0","0","0","0","0","0","0","0","0","0","0","39,1","0"
